No.Manifiesto,CodCliente,NomCliente,FechDocumento,DocTotal,NumLinea,ItemCode,Dscription,Cantidad,Precio,Subtotal,SubTotal09,Peso,Ciudad,TipoCliente
40344806,C0968594650001,COORDINACION ZONAL 8-SALUD,3/3/2021,29.21,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,2.1,1.61,3.381,3.381,2.1,GUAYAQUIL,TPP
40344832,C0968594650001,COORDINACION ZONAL 8-SALUD,3/3/2021,62.22,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,32.6,1.61,52.486,52.486,32.6,GUAYAQUIL,TPP
40344832,C0968594650001,COORDINACION ZONAL 8-SALUD,3/3/2021,62.22,1,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,1.2,2.55,3.06,3.06,1.2,GUAYAQUIL,TPP
40344820,C0968594650001,COORDINACION ZONAL 8-SALUD,3/3/2021,1.98,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.1,1.61,1.771,1.771,1.1,GUAYAQUIL,TPP
40344821,C0968594650001,COORDINACION ZONAL 8-SALUD,3/3/2021,9.02,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,3.1,1.61,4.991,4.991,3.1,GUAYAQUIL,TPP
40344821,C0968594650001,COORDINACION ZONAL 8-SALUD,3/3/2021,9.02,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.9,1.61,3.059,3.059,1.9,GUAYAQUIL,TPP
40345116,C0968594650001,COORDINACION ZONAL 8-SALUD,4/3/2021,7.03,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,3,1.61,4.83,4.83,3,GUAYAQUIL,TPP
40345116,C0968594650001,COORDINACION ZONAL 8-SALUD,4/3/2021,7.03,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,0.9,1.61,1.449,1.449,0.9,GUAYAQUIL,TPP
40345117,C0968594650001,COORDINACION ZONAL 8-SALUD,4/3/2021,0.91,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,0.5,1.61,0.805,0.805,0.5,GUAYAQUIL,TPP
40345123,C0968594650001,COORDINACION ZONAL 8-SALUD,4/3/2021,43.94,1,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,2.5,2.55,6.375,6.375,2.5,GUAYAQUIL,TPP
40345123,C0968594650001,COORDINACION ZONAL 8-SALUD,4/3/2021,43.94,2,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,2.9,1.61,4.669,4.669,2.9,GUAYAQUIL,TPP
40345123,C0968594650001,COORDINACION ZONAL 8-SALUD,4/3/2021,43.94,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,17.5,1.61,28.175,28.175,17.5,GUAYAQUIL,TPP
40345118,C0968594650001,COORDINACION ZONAL 8-SALUD,4/3/2021,7.57,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,2,1.61,3.22,3.22,2,GUAYAQUIL,TPP
40345118,C0968594650001,COORDINACION ZONAL 8-SALUD,4/3/2021,7.57,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,2.2,1.61,3.542,3.542,2.2,GUAYAQUIL,TPP
40345158,C0968594650001,COORDINACION ZONAL 8-SALUD,4/3/2021,8.11,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,0.2,1.61,0.322,0.322,0.2,GUAYAQUIL,TPP
40345158,C0968594650001,COORDINACION ZONAL 8-SALUD,4/3/2021,8.11,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,4.3,1.61,6.923,6.923,4.3,GUAYAQUIL,TPP
40345160,C0968594650001,COORDINACION ZONAL 8-SALUD,4/3/2021,1.8,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1,1.61,1.61,1.61,1,GUAYAQUIL,TPP
40345115,C0968594650001,COORDINACION ZONAL 8-SALUD,4/3/2021,0.72,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,0.4,1.61,0.644,0.644,0.4,GUAYAQUIL,TPP
40345114,C0968594650001,COORDINACION ZONAL 8-SALUD,4/3/2021,10.28,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,4.7,1.61,7.567,7.567,4.7,GUAYAQUIL,TPP
40345114,C0968594650001,COORDINACION ZONAL 8-SALUD,4/3/2021,10.28,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1,1.61,1.61,1.61,1,GUAYAQUIL,TPP
40345145,C0968594650001,COORDINACION ZONAL 8-SALUD,4/3/2021,27.33,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,8.5,1.61,13.685,13.685,8.5,GUAYAQUIL,TPP
40345145,C0968594650001,COORDINACION ZONAL 8-SALUD,4/3/2021,27.33,1,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,4.2,2.55,10.71,10.71,4.2,GUAYAQUIL,TPP
40345495,C0968594650001,COORDINACION ZONAL 8-SALUD,5/3/2021,23.95,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,7.9,1.61,12.719,12.719,7.9,GUAYAQUIL,TPP
40345495,C0968594650001,COORDINACION ZONAL 8-SALUD,5/3/2021,23.95,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,3,1.61,4.83,4.83,3,GUAYAQUIL,TPP
40345495,C0968594650001,COORDINACION ZONAL 8-SALUD,5/3/2021,23.95,2,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,1.5,2.55,3.825,3.825,1.5,GUAYAQUIL,TPP
40345489,C0968594650001,COORDINACION ZONAL 8-SALUD,5/3/2021,5.41,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,3,1.61,4.83,4.83,3,GUAYAQUIL,TPP
40345490,C0968594650001,COORDINACION ZONAL 8-SALUD,5/3/2021,22.36,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,9.3,1.61,14.973,14.973,9.3,GUAYAQUIL,TPP
40345490,C0968594650001,COORDINACION ZONAL 8-SALUD,5/3/2021,22.36,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,3.1,1.61,4.991,4.991,3.1,GUAYAQUIL,TPP
40345471,C0968594650001,COORDINACION ZONAL 8-SALUD,5/3/2021,7.39,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,4.1,1.61,6.601,6.601,4.1,GUAYAQUIL,TPP
40345746,C0968594650001,COORDINACION ZONAL 8-SALUD,6/3/2021,40.94,0,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,3.5,2.55,8.925,8.925,3.5,GUAYAQUIL,TPP
40345746,C0968594650001,COORDINACION ZONAL 8-SALUD,6/3/2021,40.94,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,3,1.61,4.83,4.83,3,GUAYAQUIL,TPP
40345746,C0968594650001,COORDINACION ZONAL 8-SALUD,6/3/2021,40.94,2,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,7.5,1.61,12.075,12.075,7.5,GUAYAQUIL,TPP
40345746,C0968594650001,COORDINACION ZONAL 8-SALUD,6/3/2021,40.94,3,201460008,Fármacos caducados o fuera de especificaciones,4.2,2.55,10.71,10.71,4.2,GUAYAQUIL,TPP
40345747,C0968594650001,COORDINACION ZONAL 8-SALUD,6/3/2021,53.12,2,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,25.2,1.61,40.572,40.572,25.2,GUAYAQUIL,TPP
40345747,C0968594650001,COORDINACION ZONAL 8-SALUD,6/3/2021,53.12,0,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,1.3,2.55,3.315,3.315,1.3,GUAYAQUIL,TPP
40345747,C0968594650001,COORDINACION ZONAL 8-SALUD,6/3/2021,53.12,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,2.2,1.61,3.542,3.542,2.2,GUAYAQUIL,TPP
40345795,C0968594650001,COORDINACION ZONAL 8-SALUD,7/3/2021,13.17,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,4.8,1.61,7.728,7.728,4.8,GUAYAQUIL,TPP
40345795,C0968594650001,COORDINACION ZONAL 8-SALUD,7/3/2021,13.17,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,2.5,1.61,4.025,4.025,2.5,GUAYAQUIL,TPP
40345796,C0968594650001,COORDINACION ZONAL 8-SALUD,7/3/2021,24.71,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,9.8,1.61,15.778,15.778,9.8,GUAYAQUIL,TPP
40345796,C0968594650001,COORDINACION ZONAL 8-SALUD,7/3/2021,24.71,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,3.9,1.61,6.279,6.279,3.9,GUAYAQUIL,TPP
40345926,C0968594650001,COORDINACION ZONAL 8-SALUD,8/3/2021,36.15,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,15.3,1.61,24.633,24.633,15.3,GUAYAQUIL,TPP
40345926,C0968594650001,COORDINACION ZONAL 8-SALUD,8/3/2021,36.15,1,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,3,2.55,7.65,7.65,3,GUAYAQUIL,TPP
40345912,C0968594650001,COORDINACION ZONAL 8-SALUD,8/3/2021,15.87,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,6.1,1.61,9.821,9.821,6.1,GUAYAQUIL,TPP
40345912,C0968594650001,COORDINACION ZONAL 8-SALUD,8/3/2021,15.87,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,2.7,1.61,4.347,4.347,2.7,GUAYAQUIL,TPP
40345937,C0968594650001,COORDINACION ZONAL 8-SALUD,8/3/2021,3.61,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,2,1.61,3.22,3.22,2,GUAYAQUIL,TPP
40345927,C0968594650001,COORDINACION ZONAL 8-SALUD,8/3/2021,47.54,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,23.2,1.61,37.352,37.352,23.2,GUAYAQUIL,TPP
40345927,C0968594650001,COORDINACION ZONAL 8-SALUD,8/3/2021,47.54,1,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,2,2.55,5.1,5.1,2,GUAYAQUIL,TPP
40346179,C0968594650001,COORDINACION ZONAL 8-SALUD,9/3/2021,49.1,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,21.3,1.61,34.293,34.293,21.3,GUAYAQUIL,TPP
40346179,C0968594650001,COORDINACION ZONAL 8-SALUD,9/3/2021,49.1,1,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,2.1,2.55,5.355,5.355,2.1,GUAYAQUIL,TPP
40346179,C0968594650001,COORDINACION ZONAL 8-SALUD,9/3/2021,49.1,2,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,2.6,1.61,4.186,4.186,2.6,GUAYAQUIL,TPP
40346180,C0968594650001,COORDINACION ZONAL 8-SALUD,9/3/2021,28.12,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,13.2,1.61,21.252,21.252,13.2,GUAYAQUIL,TPP
40346180,C0968594650001,COORDINACION ZONAL 8-SALUD,9/3/2021,28.12,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,2.4,1.61,3.864,3.864,2.4,GUAYAQUIL,TPP
40346445,C0968594650001,COORDINACION ZONAL 8-SALUD,10/3/2021,3.79,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,2.1,1.61,3.381,3.381,2.1,GUAYAQUIL,TPP
40346462,C0968594650001,COORDINACION ZONAL 8-SALUD,10/3/2021,14.97,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,4.7,1.61,7.567,7.567,4.7,GUAYAQUIL,TPP
40346462,C0968594650001,COORDINACION ZONAL 8-SALUD,10/3/2021,14.97,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,3.6,1.61,5.796,5.796,3.6,GUAYAQUIL,TPP
40346443,C0968594650001,COORDINACION ZONAL 8-SALUD,10/3/2021,3.25,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,0.8,1.61,1.288,1.288,0.8,GUAYAQUIL,TPP
40346443,C0968594650001,COORDINACION ZONAL 8-SALUD,10/3/2021,3.25,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1,1.61,1.61,1.61,1,GUAYAQUIL,TPP
40346481,C0968594650001,COORDINACION ZONAL 8-SALUD,10/3/2021,29.03,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,12.9,1.61,20.769,20.769,12.9,GUAYAQUIL,TPP
40346481,C0968594650001,COORDINACION ZONAL 8-SALUD,10/3/2021,29.03,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,3.2,1.61,5.152,5.152,3.2,GUAYAQUIL,TPP
40346463,C0968594650001,COORDINACION ZONAL 8-SALUD,10/3/2021,14,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.4,1.61,2.254,2.254,1.4,GUAYAQUIL,TPP
40346463,C0968594650001,COORDINACION ZONAL 8-SALUD,10/3/2021,14,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,0.5,1.61,0.805,0.805,0.5,GUAYAQUIL,TPP
40346463,C0968594650001,COORDINACION ZONAL 8-SALUD,10/3/2021,14,2,201460008,Fármacos caducados o fuera de especificaciones,3.7,2.55,9.435,9.435,3.7,GUAYAQUIL,TPP
40346482,C0968594650001,COORDINACION ZONAL 8-SALUD,10/3/2021,52.63,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,25.1,1.61,40.411,40.411,25.1,GUAYAQUIL,TPP
40346482,C0968594650001,COORDINACION ZONAL 8-SALUD,10/3/2021,52.63,1,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,1,2.55,2.55,2.55,1,GUAYAQUIL,TPP
40346482,C0968594650001,COORDINACION ZONAL 8-SALUD,10/3/2021,52.63,2,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,2.5,1.61,4.025,4.025,2.5,GUAYAQUIL,TPP
40346444,C0968594650001,COORDINACION ZONAL 8-SALUD,10/3/2021,11,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,5.2,1.61,8.372,8.372,5.2,GUAYAQUIL,TPP
40346444,C0968594650001,COORDINACION ZONAL 8-SALUD,10/3/2021,11,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,0.9,1.61,1.449,1.449,0.9,GUAYAQUIL,TPP
40346718,C0968594650001,COORDINACION ZONAL 8-SALUD,11/3/2021,42.4,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,15.2,1.61,24.472,24.472,15.2,GUAYAQUIL,TPP
40346718,C0968594650001,COORDINACION ZONAL 8-SALUD,11/3/2021,42.4,1,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,4.3,2.55,10.965,10.965,4.3,GUAYAQUIL,TPP
40346718,C0968594650001,COORDINACION ZONAL 8-SALUD,11/3/2021,42.4,2,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.5,1.61,2.415,2.415,1.5,GUAYAQUIL,TPP
40346734,C0968594650001,COORDINACION ZONAL 8-SALUD,11/3/2021,1.44,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,0.8,1.61,1.288,1.288,0.8,GUAYAQUIL,TPP
40346732,C0968594650001,COORDINACION ZONAL 8-SALUD,11/3/2021,10.28,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,5.7,1.61,9.177,9.177,5.7,GUAYAQUIL,TPP
40346716,C0968594650001,COORDINACION ZONAL 8-SALUD,11/3/2021,18.58,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,5.8,1.61,9.338,9.338,5.8,GUAYAQUIL,TPP
40346716,C0968594650001,COORDINACION ZONAL 8-SALUD,11/3/2021,18.58,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,4.5,1.61,7.245,7.245,4.5,GUAYAQUIL,TPP
40346703,C0968594650001,COORDINACION ZONAL 8-SALUD,11/3/2021,3.79,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,2.1,1.61,3.381,3.381,2.1,GUAYAQUIL,TPP
40346701,C0968594650001,COORDINACION ZONAL 8-SALUD,11/3/2021,1.98,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.1,1.61,1.771,1.771,1.1,GUAYAQUIL,TPP
40346751,C0968594650001,COORDINACION ZONAL 8-SALUD,11/3/2021,5.05,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,2.8,1.61,4.508,4.508,2.8,GUAYAQUIL,TPP
40346733,C0968594650001,COORDINACION ZONAL 8-SALUD,11/3/2021,5.96,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1.5,1.61,2.415,2.415,1.5,GUAYAQUIL,TPP
40346733,C0968594650001,COORDINACION ZONAL 8-SALUD,11/3/2021,5.96,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.8,1.61,2.898,2.898,1.8,GUAYAQUIL,TPP
40346735,C0968594650001,COORDINACION ZONAL 8-SALUD,11/3/2021,3.79,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,2.1,1.61,3.381,3.381,2.1,GUAYAQUIL,TPP
40346702,C0968594650001,COORDINACION ZONAL 8-SALUD,11/3/2021,1.09,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,0.6,1.61,0.966,0.966,0.6,GUAYAQUIL,TPP
40346704,C0968594650001,COORDINACION ZONAL 8-SALUD,11/3/2021,9.55,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,0.3,1.61,0.483,0.483,0.3,GUAYAQUIL,TPP
40346704,C0968594650001,COORDINACION ZONAL 8-SALUD,11/3/2021,9.55,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,5,1.61,8.05,8.05,5,GUAYAQUIL,TPP
40347031,C0968594650001,COORDINACION ZONAL 8-SALUD,12/3/2021,40,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,14.1,1.61,22.701,22.701,14.1,GUAYAQUIL,TPP
40347031,C0968594650001,COORDINACION ZONAL 8-SALUD,12/3/2021,40,1,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,5.1,2.55,13.005,13.005,5.1,GUAYAQUIL,TPP
40347030,C0968594650001,COORDINACION ZONAL 8-SALUD,12/3/2021,70,0,201460003,Sangre sus derivados e insumos usados para procedimientos de análisis y administración,7.9,2.55,20.145,20.145,7.9,GUAYAQUIL,TPP
40347030,C0968594650001,COORDINACION ZONAL 8-SALUD,12/3/2021,70,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,24.5,1.61,39.445,39.445,24.5,GUAYAQUIL,TPP
40347030,C0968594650001,COORDINACION ZONAL 8-SALUD,12/3/2021,70,2,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.8,1.61,2.898,2.898,1.8,GUAYAQUIL,TPP
40347046,C0968594650001,COORDINACION ZONAL 8-SALUD,12/3/2021,16.05,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,8.9,1.61,14.329,14.329,8.9,GUAYAQUIL,TPP
40347045,C0968594650001,COORDINACION ZONAL 8-SALUD,12/3/2021,1.8,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,1,1.61,1.61,1.61,1,GUAYAQUIL,TPP
40347290,C0968594650001,COORDINACION ZONAL 8-SALUD,13/3/2021,63.66,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,8.3,1.61,13.363,13.363,8.3,GUAYAQUIL,TPP
40347290,C0968594650001,COORDINACION ZONAL 8-SALUD,13/3/2021,63.66,2,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,15.6,1.61,25.116,25.116,15.6,GUAYAQUIL,TPP
40347290,C0968594650001,COORDINACION ZONAL 8-SALUD,13/3/2021,63.66,0,201460003,Sangre sus derivados e insumos usados para procedimientos de análisis y administración,7.2,2.55,18.36,18.36,7.2,GUAYAQUIL,TPP
40347338,C0968594650001,COORDINACION ZONAL 8-SALUD,14/3/2021,19.86,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,6.1,1.61,9.821,9.821,6.1,GUAYAQUIL,TPP
40347338,C0968594650001,COORDINACION ZONAL 8-SALUD,14/3/2021,19.86,1,201460003,Sangre sus derivados e insumos usados para procedimientos de análisis y administración,3.1,2.55,7.905,7.905,3.1,GUAYAQUIL,TPP
40347337,C0968594650001,COORDINACION ZONAL 8-SALUD,14/3/2021,54.85,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,25.3,1.61,40.733,40.733,25.3,GUAYAQUIL,TPP
40347337,C0968594650001,COORDINACION ZONAL 8-SALUD,14/3/2021,54.85,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1,1.61,1.61,1.61,1,GUAYAQUIL,TPP
40347337,C0968594650001,COORDINACION ZONAL 8-SALUD,14/3/2021,54.85,2,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,2.6,2.55,6.63,6.63,2.6,GUAYAQUIL,TPP
40347463,C0968594650001,COORDINACION ZONAL 8-SALUD,15/3/2021,4.87,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,2.7,1.61,4.347,4.347,2.7,GUAYAQUIL,TPP
40347451,C0968594650001,COORDINACION ZONAL 8-SALUD,15/3/2021,7.76,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,2.5,1.61,4.025,4.025,2.5,GUAYAQUIL,TPP
40347451,C0968594650001,COORDINACION ZONAL 8-SALUD,15/3/2021,7.76,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.8,1.61,2.898,2.898,1.8,GUAYAQUIL,TPP
40347739,C0968594650001,COORDINACION ZONAL 8-SALUD,16/3/2021,59.67,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,23.4,1.61,37.674,37.674,23.4,GUAYAQUIL,TPP
40347739,C0968594650001,COORDINACION ZONAL 8-SALUD,16/3/2021,59.67,1,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,4.1,2.55,10.455,10.455,4.1,GUAYAQUIL,TPP
40347739,C0968594650001,COORDINACION ZONAL 8-SALUD,16/3/2021,59.67,2,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,3.2,1.61,5.152,5.152,3.2,GUAYAQUIL,TPP
40347740,C0968594650001,COORDINACION ZONAL 8-SALUD,16/3/2021,45.92,1,201460002,Desechos anatomo-patológicos: órganos tejidos partes corporales que han sido extraídos mediante,3.2,2.55,8.16,8.16,3.2,GUAYAQUIL,TPP
40347740,C0968594650001,COORDINACION ZONAL 8-SALUD,16/3/2021,45.92,2,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,2.1,1.61,3.381,3.381,2.1,GUAYAQUIL,TPP
40347740,C0968594650001,COORDINACION ZONAL 8-SALUD,16/3/2021,45.92,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,18.3,1.61,29.463,29.463,18.3,GUAYAQUIL,TPP
40348214,C0968594650001,COORDINACION ZONAL 8-SALUD,17/3/2021,10.83,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,3.5,1.61,5.635,5.635,3.5,GUAYAQUIL,TPP
40348214,C0968594650001,COORDINACION ZONAL 8-SALUD,17/3/2021,10.83,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,2.5,1.61,4.025,4.025,2.5,GUAYAQUIL,TPP
40348026,C0968594650001,COORDINACION ZONAL 8-SALUD,17/3/2021,11.18,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,6.2,1.61,9.982,9.982,6.2,GUAYAQUIL,TPP
40348213,C0968594650001,COORDINACION ZONAL 8-SALUD,17/3/2021,11.91,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,2.5,1.61,4.025,4.025,2.5,GUAYAQUIL,TPP
40348213,C0968594650001,COORDINACION ZONAL 8-SALUD,17/3/2021,11.91,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,4.1,1.61,6.601,6.601,4.1,GUAYAQUIL,TPP
40348218,C0968594650001,COORDINACION ZONAL 8-SALUD,17/3/2021,7.57,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,3.1,1.61,4.991,4.991,3.1,GUAYAQUIL,TPP
40348218,C0968594650001,COORDINACION ZONAL 8-SALUD,17/3/2021,7.57,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,1.1,1.61,1.771,1.771,1.1,GUAYAQUIL,TPP
40348012,C0968594650001,COORDINACION ZONAL 8-SALUD,17/3/2021,91.03,0,201460003,Sangre sus derivados e insumos usados para procedimientos de análisis y administración,8.2,2.55,20.91,20.91,8.2,GUAYAQUIL,TPP
40348012,C0968594650001,COORDINACION ZONAL 8-SALUD,17/3/2021,91.03,1,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,32.3,1.61,52.003,52.003,32.3,GUAYAQUIL,TPP
40348012,C0968594650001,COORDINACION ZONAL 8-SALUD,17/3/2021,91.03,2,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,5.2,1.61,8.372,8.372,5.2,GUAYAQUIL,TPP
40348011,C0968594650001,COORDINACION ZONAL 8-SALUD,17/3/2021,17.12,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,2.3,1.61,3.703,3.703,2.3,GUAYAQUIL,TPP
40348011,C0968594650001,COORDINACION ZONAL 8-SALUD,17/3/2021,17.12,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,7.2,1.61,11.592,11.592,7.2,GUAYAQUIL,TPP
40348215,C0968594650001,COORDINACION ZONAL 8-SALUD,17/3/2021,13.53,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,4.6,1.61,7.406,7.406,4.6,GUAYAQUIL,TPP
40348215,C0968594650001,COORDINACION ZONAL 8-SALUD,17/3/2021,13.53,1,201460005,Objetos cortopunzantes que han sido utilizados en la atención de seres humanos o animales,2.9,1.61,4.669,4.669,2.9,GUAYAQUIL,TPP
40348271,C0968594650001,COORDINACION ZONAL 8-SALUD,18/3/2021,43.92,0,201460007,Material e insumos que han sido utilizados para procedimientos médicos y que han estado en contacto,19.6,1.61,31.556,31.556,19.6,GUAYAQUIL,TPP
