No.Manifiesto,GrupoCliente,CodCliente,NomCliente,FechDocumento,DocTotal,NumLinea,ItemCode,Dscription,Cantidad,Precio,Subtotal,SubTotal09,Peso,Ciudad,TipoCliente
40338005,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,30/1/2021,40.58,2,0201460002,Desechos anatomo-patologicos: organos tejidos partes corporales que han sido extraidos mediante,1.2,2.55,3.06,3.06,1.2,GUAYAQUIL,TPP
40338004,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,30/1/2021,46.48,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,20.2,1.61,32.522,32.522,20.2,GUAYAQUIL,TPP
40338004,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,30/1/2021,46.48,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,3.2,1.61,5.152,5.152,3.2,GUAYAQUIL,TPP
40338004,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,30/1/2021,46.48,2,0201460002,Desechos anatomo-patologicos: organos tejidos partes corporales que han sido extraidos mediante,1.5,2.55,3.825,3.825,1.5,GUAYAQUIL,TPP
40337994,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,30/1/2021,0,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,182.2,0,0,0,182.2,GUAYAQUIL,TPP
40337994,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,30/1/2021,0,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,5.6,0,0,0,5.6,GUAYAQUIL,TPP
40338060,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,31/1/2021,18,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,2.8,1.61,4.508,4.508,2.8,GUAYAQUIL,TPP
40338060,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,31/1/2021,18,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,2.9,1.61,4.669,4.669,2.9,GUAYAQUIL,TPP
40338060,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,31/1/2021,18,2,0201460002,Desechos anatomo-patologicos: organos tejidos partes corporales que han sido extraidos mediante,2.7,2.55,6.885,6.885,2.7,GUAYAQUIL,TPP
40338182,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,1/2/2021,6.32,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,3.5,1.61,5.635,5.635,3.5,GUAYAQUIL,TPP
40338171,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,1/2/2021,69.46,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,23.5,1.61,37.835,37.835,23.5,GUAYAQUIL,TPP
40338171,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,1/2/2021,69.46,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,2.5,1.61,4.025,4.025,2.5,GUAYAQUIL,TPP
40338171,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,1/2/2021,69.46,2,0201460002,Desechos anatomo-patologicos: organos tejidos partes corporales que han sido extraidos mediante,7.9,2.55,20.145,20.145,7.9,GUAYAQUIL,TPP
40338170,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,1/2/2021,12.26,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,1.5,1.61,2.415,2.415,1.5,GUAYAQUIL,TPP
40338170,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,1/2/2021,12.26,2,0201460002,Desechos anatomo-patologicos: organos tejidos partes corporales que han sido extraidos mediante,0.5,2.55,1.275,1.275,0.5,GUAYAQUIL,TPP
40338170,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,1/2/2021,12.26,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,4.5,1.61,7.245,7.245,4.5,GUAYAQUIL,TPP
40338414,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,2/2/2021,26.33,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,4.8,1.61,7.728,7.728,4.8,GUAYAQUIL,TPP
40338414,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,2/2/2021,26.33,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,9.8,1.61,15.778,15.778,9.8,GUAYAQUIL,TPP
40338415,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,2/2/2021,28.13,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,15.6,1.61,25.116,25.116,15.6,GUAYAQUIL,TPP
40338452,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,2/2/2021,0,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,12.4,0,0,0,12.4,GUAYAQUIL,TPP
40338452,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,2/2/2021,0,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,140.7,0,0,0,140.7,GUAYAQUIL,TPP
40338697,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,3/2/2021,8.11,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,1.4,1.61,2.254,2.254,1.4,GUAYAQUIL,TPP
40338697,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,3/2/2021,8.11,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,3.1,1.61,4.991,4.991,3.1,GUAYAQUIL,TPP
40338714,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,3/2/2021,6.68,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,3.7,1.61,5.957,5.957,3.7,GUAYAQUIL,TPP
40338699,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,3/2/2021,8.11,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,2.4,1.61,3.864,3.864,2.4,GUAYAQUIL,TPP
40338699,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,3/2/2021,8.11,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,2.1,1.61,3.381,3.381,2.1,GUAYAQUIL,TPP
40338713,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,3/2/2021,3.61,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,1.4,1.61,2.254,2.254,1.4,GUAYAQUIL,TPP
40338713,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,3/2/2021,3.61,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,0.6,1.61,0.966,0.966,0.6,GUAYAQUIL,TPP
40338700,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,3/2/2021,9.39,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,1.7,1.61,2.737,2.737,1.7,GUAYAQUIL,TPP
40338700,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,3/2/2021,9.39,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,3.5,1.61,5.635,5.635,3.5,GUAYAQUIL,TPP
40338726,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,3/2/2021,33.54,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,16.1,1.61,25.921,25.921,16.1,GUAYAQUIL,TPP
40338726,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,3/2/2021,33.54,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,2.5,1.61,4.025,4.025,2.5,GUAYAQUIL,TPP
40338698,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,3/2/2021,24.16,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,8.3,1.61,13.363,13.363,8.3,GUAYAQUIL,TPP
40338698,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,3/2/2021,24.16,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,1.3,1.61,2.093,2.093,1.3,GUAYAQUIL,TPP
40338698,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,3/2/2021,24.16,2,0201460002,Desechos anatomo-patologicos: organos tejidos partes corporales que han sido extraidos mediante,2.4,2.55,6.12,6.12,2.4,GUAYAQUIL,TPP
40338998,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,4/2/2021,6.14,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,2.5,1.61,4.025,4.025,2.5,GUAYAQUIL,TPP
40338998,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,4/2/2021,6.14,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,0.9,1.61,1.449,1.449,0.9,GUAYAQUIL,TPP
40339022,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,4/2/2021,0,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,85.6,0,0,0,85.6,GUAYAQUIL,TPP
40339022,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,4/2/2021,0,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,26.2,0,0,0,26.2,GUAYAQUIL,TPP
40339023,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,4/2/2021,8.84,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,3.2,1.61,5.152,5.152,3.2,GUAYAQUIL,TPP
40339023,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,4/2/2021,8.84,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,1.7,1.61,2.737,2.737,1.7,GUAYAQUIL,TPP
40338997,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,4/2/2021,2.16,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,1.2,1.61,1.932,1.932,1.2,GUAYAQUIL,TPP
40338999,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,4/2/2021,9.2,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,5.1,1.61,8.211,8.211,5.1,GUAYAQUIL,TPP
40338965,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,4/2/2021,3.07,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,1.7,1.61,2.737,2.737,1.7,GUAYAQUIL,TPP
40338968,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,4/2/2021,4.16,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,1.8,1.61,2.898,2.898,1.8,GUAYAQUIL,TPP
40338968,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,4/2/2021,4.16,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,0.5,1.61,0.805,0.805,0.5,GUAYAQUIL,TPP
40338967,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,4/2/2021,4.68,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,1.2,1.61,1.932,1.932,1.2,GUAYAQUIL,TPP
40338967,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,4/2/2021,4.68,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,1.4,1.61,2.254,2.254,1.4,GUAYAQUIL,TPP
40338980,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,4/2/2021,54.3,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,23.3,1.61,37.513,37.513,23.3,GUAYAQUIL,TPP
40338980,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,4/2/2021,54.3,1,0201460002,Desechos anatomo-patologicos: organos tejidos partes corporales que han sido extraidos mediante,4.3,2.55,10.965,10.965,4.3,GUAYAQUIL,TPP
40338977,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,4/2/2021,37.87,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,18.9,1.61,30.429,30.429,18.9,GUAYAQUIL,TPP
40338977,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,4/2/2021,37.87,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,2.1,1.61,3.381,3.381,2.1,GUAYAQUIL,TPP
40339061,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,4/2/2021,4.51,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,2.5,1.61,4.025,4.025,2.5,GUAYAQUIL,TPP
40338966,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,4/2/2021,9.37,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,5.2,1.61,8.372,8.372,5.2,GUAYAQUIL,TPP
40339368,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,5/2/2021,17.49,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,9.7,1.61,15.617,15.617,9.7,GUAYAQUIL,TPP
40339295,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,5/2/2021,99.43,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,14.3,1.61,23.023,23.023,14.3,GUAYAQUIL,TPP
40339295,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,5/2/2021,99.43,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,2.2,1.61,3.542,3.542,2.2,GUAYAQUIL,TPP
40339295,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,5/2/2021,99.43,2,0201460002,Desechos anatomo-patologicos: organos tejidos partes corporales que han sido extraidos mediante,6,2.55,15.3,15.3,6,GUAYAQUIL,TPP
40339295,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,5/2/2021,99.43,3,0201460004,Fluidos corporales.,18.4,2.55,46.92,46.92,18.4,GUAYAQUIL,TPP
40339367,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,5/2/2021,4.5,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,2.1,1.61,3.381,3.381,2.1,GUAYAQUIL,TPP
40339367,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,5/2/2021,4.5,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,0.4,1.61,0.644,0.644,0.4,GUAYAQUIL,TPP
40339357,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,5/2/2021,49.47,2,0201460002,Desechos anatomo-patologicos: organos tejidos partes corporales que han sido extraidos mediante,0.4,2.55,1.02,1.02,0.4,GUAYAQUIL,TPP
40339357,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,5/2/2021,49.47,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,18.9,1.61,30.429,30.429,18.9,GUAYAQUIL,TPP
40339357,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,5/2/2021,49.47,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,7.9,1.61,12.719,12.719,7.9,GUAYAQUIL,TPP
40339537,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,6/2/2021,0,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,161.4,0,0,0,161.4,GUAYAQUIL,TPP
40339537,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,6/2/2021,0,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,8.9,0,0,0,8.9,GUAYAQUIL,TPP
40339546,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,6/2/2021,34.26,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,11,1.61,17.71,17.71,11,GUAYAQUIL,TPP
40339546,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,6/2/2021,34.26,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,1.5,1.61,2.415,2.415,1.5,GUAYAQUIL,TPP
40339546,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,6/2/2021,34.26,2,0201460002,Desechos anatomo-patologicos: organos tejidos partes corporales que han sido extraidos mediante,4.1,2.55,10.455,10.455,4.1,GUAYAQUIL,TPP
40339547,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,6/2/2021,49.53,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,21.6,1.61,34.776,34.776,21.6,GUAYAQUIL,TPP
40339547,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,6/2/2021,49.53,1,0201460002,Desechos anatomo-patologicos: organos tejidos partes corporales que han sido extraidos mediante,3.7,2.55,9.435,9.435,3.7,GUAYAQUIL,TPP
40339592,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,7/2/2021,34.17,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,12,1.61,19.32,19.32,12,GUAYAQUIL,TPP
40339592,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,7/2/2021,34.17,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,2.2,1.61,3.542,3.542,2.2,GUAYAQUIL,TPP
40339592,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,7/2/2021,34.17,2,0201460002,Desechos anatomo-patologicos: organos tejidos partes corporales que han sido extraidos mediante,3,2.55,7.65,7.65,3,GUAYAQUIL,TPP
40339696,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,8/2/2021,28.06,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,7.3,1.61,11.753,11.753,7.3,GUAYAQUIL,TPP
40339696,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,8/2/2021,28.06,1,0201460002,Desechos anatomo-patologicos: organos tejidos partes corporales que han sido extraidos mediante,2.5,2.55,6.375,6.375,2.5,GUAYAQUIL,TPP
40339696,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,8/2/2021,28.06,2,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,4.3,1.61,6.923,6.923,4.3,GUAYAQUIL,TPP
40339688,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,8/2/2021,7.03,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,2.4,1.61,3.864,3.864,2.4,GUAYAQUIL,TPP
40339688,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,8/2/2021,7.03,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,1.5,1.61,2.415,2.415,1.5,GUAYAQUIL,TPP
40339695,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,8/2/2021,31.19,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,7.6,1.61,12.236,12.236,7.6,GUAYAQUIL,TPP
40339695,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,8/2/2021,31.19,1,0201460002,Desechos anatomo-patologicos: organos tejidos partes corporales que han sido extraidos mediante,4.1,2.55,10.455,10.455,4.1,GUAYAQUIL,TPP
40339695,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,8/2/2021,31.19,2,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,3.2,1.61,5.152,5.152,3.2,GUAYAQUIL,TPP
40339689,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,8/2/2021,14.07,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,6.5,1.61,10.465,10.465,6.5,GUAYAQUIL,TPP
40339689,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,8/2/2021,14.07,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,1.3,1.61,2.093,2.093,1.3,GUAYAQUIL,TPP
40340014,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,9/2/2021,0,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,252.4,0,0,0,252.4,GUAYAQUIL,TPP
40340014,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,9/2/2021,0,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,11.3,0,0,0,11.3,GUAYAQUIL,TPP
40339956,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,9/2/2021,26.69,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,11.6,1.61,18.676,18.676,11.6,GUAYAQUIL,TPP
40339956,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,9/2/2021,26.69,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,3.2,1.61,5.152,5.152,3.2,GUAYAQUIL,TPP
40339955,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,9/2/2021,25.26,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,3.5,1.61,5.635,5.635,3.5,GUAYAQUIL,TPP
40339955,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,9/2/2021,25.26,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,10.5,1.61,16.905,16.905,10.5,GUAYAQUIL,TPP
40340245,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,10/2/2021,10.46,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,5.5,1.61,8.855,8.855,5.5,GUAYAQUIL,TPP
40340245,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,10/2/2021,10.46,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,0.3,1.61,0.483,0.483,0.3,GUAYAQUIL,TPP
40340240,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,10/2/2021,6.32,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,3.5,1.61,5.635,5.635,3.5,GUAYAQUIL,TPP
40340277,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,10/2/2021,44.65,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,15.3,1.61,24.633,24.633,15.3,GUAYAQUIL,TPP
40340277,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,10/2/2021,44.65,1,0201460002,Desechos anatomo-patologicos: organos tejidos partes corporales que han sido extraidos mediante,0.8,2.55,2.04,2.04,0.8,GUAYAQUIL,TPP
40340277,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,10/2/2021,44.65,2,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,8.2,1.61,13.202,13.202,8.2,GUAYAQUIL,TPP
40340243,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,10/2/2021,7.03,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,3.9,1.61,6.279,6.279,3.9,GUAYAQUIL,TPP
40340247,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,10/2/2021,20.37,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,11.3,1.61,18.193,18.193,11.3,GUAYAQUIL,TPP
40340246,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,10/2/2021,8.84,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,3.4,1.61,5.474,5.474,3.4,GUAYAQUIL,TPP
40340246,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,10/2/2021,8.84,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,1.5,1.61,2.415,2.415,1.5,GUAYAQUIL,TPP
40340238,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,10/2/2021,5.59,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,3.1,1.61,4.991,4.991,3.1,GUAYAQUIL,TPP
40340582,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,11/2/2021,2.71,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,1.5,1.61,2.415,2.415,1.5,GUAYAQUIL,TPP
40340599,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,11/2/2021,5.42,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,2.5,1.61,4.025,4.025,2.5,GUAYAQUIL,TPP
40340599,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,11/2/2021,5.42,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,0.5,1.61,0.805,0.805,0.5,GUAYAQUIL,TPP
40340600,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,11/2/2021,6.32,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,3.5,1.61,5.635,5.635,3.5,GUAYAQUIL,TPP
40340611,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,11/2/2021,22.19,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,8.7,1.61,14.007,14.007,8.7,GUAYAQUIL,TPP
40340611,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,11/2/2021,22.19,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,3.6,1.61,5.796,5.796,3.6,GUAYAQUIL,TPP
40340601,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,11/2/2021,1.98,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,0.7,1.61,1.127,1.127,0.7,GUAYAQUIL,TPP
40340601,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,11/2/2021,1.98,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,0.4,1.61,0.644,0.644,0.4,GUAYAQUIL,TPP
40340554,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,11/2/2021,6.68,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,3.7,1.61,5.957,5.957,3.7,GUAYAQUIL,TPP
40340632,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,11/2/2021,0,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,145.9,0,0,0,145.9,GUAYAQUIL,TPP
40340632,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,11/2/2021,0,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,18.8,0,0,0,18.8,GUAYAQUIL,TPP
40340602,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,11/2/2021,14.07,0,0201460007,Material e insumos que han sido utilizados para procedimientos medicos y que han estado en contacto,3.7,1.61,5.957,5.957,3.7,GUAYAQUIL,TPP
40340602,Hospitalario,C0968594650001,COORDINACION ZONAL 8-SALUD,11/2/2021,14.07,1,0201460005,Objetos cortopunzantes que han sido utilizados en la atencion de seres humanos o animales,4.1,1.61,6.601,6.601,4.1,GUAYAQUIL,TPP
